USAP Part Name	Taxonomy
A/C Belt Tensioner	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Belt Tensioner Pulley	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Blower Motor Wheel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Bracket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Caps and Valve Core Seal Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Desiccant Bag	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Evap Temperature Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Expansion Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Filter	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Idler Pulley	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Manifold Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
A/C Manifold Seal Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Orifice Tube	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C O-Ring	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C O-Ring and Gasket Seal Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
A/C Receiver Drier	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Servo	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Temperature Control Cable	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Thermostat	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Vacuum Solenoid	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Vacuum Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
A/C Valve Core	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Air Conditioner Parts
ACC Dual Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts
ACC Mono Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts
Blower Motor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Blower Motor Resistor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Blower Mounting Plate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Refrigerant Oil	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Vehicle Fluids > Cooling System Additives
Heater Core	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Core O-Ring	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Core Tube Seal	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Defroster Hose	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heater Blower Hose	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Blower Parts
Heater Hose	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Hose Bracket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Hose Fitting	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heater Hose Junction	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Blend Door Motor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Auxiliary Heater	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Auxiliary Heater Installation Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Bypass Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Cable	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Door Lever	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Motor Firewall Seal	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heater Pipe Line	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Pipe O-Ring	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Temperature Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control > Vehicle Heater Parts
Heater Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts
Ambient Temperature Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Blend Door	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Blend Door Repair Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Cabin Air Filter	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Defrost Duct	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Drier Desiccant Element	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Heat Exchanger	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
Temperature Control Panel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Climate Control
5th Wheel Base Rail	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
5Th Wheel Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Vehicle Covers
5th Wheel Lube Plate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Accessory	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Ball	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Ball Mount	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Extension	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Lock	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Mount Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Pin	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Hitch Step	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
T Connector	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Towing Starter Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Trailer Hitch Coupler	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Trailer Sway Control	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Trailer Parts
Off Road Jack	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Recovery Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Shovel	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Tow Bar	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Tow Bar Bracket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Tow Chain	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Tow Rope	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Tow Strap	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Trailer Brake Control	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Trailer Brake Control Connector	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Hitches
Trailer Jack	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Trailer Parts
Trailer Light	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting
Recovery Shackle	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Recovery Track	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winches
Winch Accessory Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Cable Guide	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Cable Handle Pull Strap	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Cover	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Hardware	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Mount	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Plate	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Recovery Strap	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Remote Control	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Rope	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Snatch Block	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Solenoid	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Winch Wire Harness	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Winch Parts
Trailer Wire Connector	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Trailer Parts
Trailer Wire Connector Bracket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior > Motor Vehicle Trailer Parts
Cowl Hood	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Cowl Retainer	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Footman Loop	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Bumper	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Cable	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Catch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Grille	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Grommet	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Hinge	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Hold Down	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Latch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Lift Handle	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Lock	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Molding	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Insulation	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Release Handle	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Interior
Hood Release Strap	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Rod Clip	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Rod Grommet	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Hood Trim Kit	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Exterior
Air Pressure Switch	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Interior
Horn Compressor and Tank	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Interior
Horn Solenoid Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts
Siren	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Interior
Intercooler	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Intercooler Hose	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Intercooler Pipe	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Supercharger Drive Coupler	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Supercharger Pulley	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Boost Controller	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Boost Pressure Sensor	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Boost Pressure Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts
Turbine Housing	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Turbo Cut Off Valve	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Turbo Drain Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
Turbo Drain Grommet	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Turbo Drain O-Ring	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Turbo Exhaust Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
Turbo Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
Turbo Hose	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
Turbo Inlet Gasket	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets
Turbo Intake Manifold	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts > Vehicle Air Manifolds
Turbo Mounting Bolt	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Super Charger Parts
